ID,Min,Name,Squad,Pos,Ast,Att,Att.1,Att.2,Att.3,AttPen,BlockSh,Blocks,CPA,Carries,CarriesFinThird,Clr,Cmp,Cmp.1,Cmp.2,Cmp.3,CrdR,CrdY,CrsPA,Def Pen,DefGoal,DefShot,Dis,DribContest,DribTackled,Err,Fld,FldGoal,GCA,Gls,Int,KP,Live,Lost,Mis,PK,PKatt,PPA,Pass,PassAtt,PassDeadGoal,PassDeadShot,PassFinThird,PassLiveGoal,PassLiveShot,PassPrgDist,PassTotDist,PrgC,PrgDist,PrgP,PrgR,Rec,SCA,Sh,ShGoal,ShLSh,SoT,Succ,TO,TO.1,TacklesAtt3rd,TacklesDef3rd,TacklesMid3rd,Tkl,Tkl+Int,TklW,Tkld,TotDist,TouchAtt3rd,TouchDef3rd,TouchMid3rd,Touches,npxG,xA,xAG,xG,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,DribTackled%,Succ%,Tkld%
00963611,4861.0,Konstantinos Mavropanos,"['Stuttgart', 'West Ham']","['CB', 'RB', 'FW']",0.018514708907632176,0.7961324830281835,10.738531166426661,18.47767948981691,7.83172186792841,1.0923678255502982,0.44435301378317216,0.9072207364739766,0.05554412672289652,25.40218062127134,0.5184118494137009,2.4069121579921826,31.863814030034973,9.405472125077145,16.570664472330797,5.6469862168278135,0.03702941781526435,0.22217650689158608,0.03702941781526435,5.11005965850648,0.018514708907632176,0.018514708907632176,0.09257354453816087,0.7776177741205513,0.5554412672289653,0.018514708907632176,0.018514708907632176,0.0,0.0740588356305287,0.0740588356305287,1.8885003085784817,0.2962353425221148,46.24974285126517,0.22217650689158608,0.6295001028594939,0.0,0.0,0.22217650689158608,0.46286772269080434,37.99218267846122,0.0,0.03702941781526435,2.1847356511005964,0.05554412672289652,0.49989714050606876,244.98662826578894,691.2836864842625,0.7776177741205513,71.92964410615099,2.9808681341287797,0.2406912157992183,27.883151614894054,0.7035589384900226,1.3886031680724131,0.0,0.09257354453816087,0.3517794692450113,0.3517794692450113,0.03702941781526435,0.0,0.05554412672289652,0.6665295206747583,0.31475005142974694,1.0368236988274018,2.4439415758074468,0.7035589384900226,0.2962353425221148,132.04690392923268,3.277103476650895,21.440032915038056,22.143591853528083,46.24974285126517,0.08701913186587122,0.012960296235342521,0.020366179798395393,0.08701913186587122,53.396610169491524,56.833898305084745,55.02372881355932,42.855932203389834,26.977966101694918,18.335593220338982,11.552542372881357
012c975a,1606.0,Rhys Williams,"['Liverpool', 'Blackpool']","['CB', 'RW']",0.05603985056039851,0.05603985056039851,6.052303860523039,14.62640099626401,6.780821917808219,0.39227895392278955,0.33623910336239105,0.39227895392278955,0.0,17.31631382316314,0.05603985056039851,3.1382316313823164,22.13574097135741,4.931506849315069,12.608966376089665,4.259028642590287,0.0,0.16811955168119552,0.0,4.763387297633873,0.0,0.0,0.0,0.5043586550435866,0.22415940224159403,0.0,0.05603985056039851,0.0,0.0,0.05603985056039851,0.9526774595267746,0.05603985056039851,34.68866749688667,0.28019925280199254,0.22415940224159403,0.0,0.0,0.05603985056039851,0.05603985056039851,28.019925280199256,0.0,0.0,0.8405977584059775,0.0,0.11207970112079702,164.0286425902864,494.9439601494396,0.05603985056039851,28.244084682440846,1.1207970112079702,0.0,18.997509339975096,0.16811955168119552,0.16811955168119552,0.0,0.0,0.05603985056039851,0.0,0.0,0.0,0.0,0.33623910336239105,0.39227895392278955,0.7285180572851805,1.681195516811955,0.28019925280199254,0.05603985056039851,71.05853051058531,0.7285180572851805,20.28642590286426,13.84184308841843,34.68866749688667,0.0224159402241594,0.0,0.0,0.0224159402241594,53.17272727272727,56.91363636363636,57.76363636363636,40.095454545454544,15.909090909090908,0.0,4.545454545454546
01e5f06e,1202.0,Sergio Gomez,"['Anderlecht', 'Manchester City']","['LB', 'LW', 'CM']",0.22462562396006655,0.9733777038269551,29.87520798668885,21.713810316139767,3.818635607321131,1.7970049916805324,0.22462562396006655,0.8236272878535774,0.22462562396006655,37.6622296173045,1.7970049916805324,1.0482529118136439,51.43926788685525,28.227953410981698,19.617304492512478,2.3960066555740434,0.07487520798668885,0.0,0.37437603993344426,1.497504159733777,0.0,0.0,0.4492512479201331,0.8236272878535774,0.4492512479201331,0.07487520798668885,0.0,0.0,0.2995008319467554,0.0,0.7487520798668885,1.1980033277870217,65.1414309484193,0.37437603993344426,1.0482529118136439,0.0,0.0,0.9733777038269551,0.5990016638935108,58.47753743760399,0.0,0.07487520798668885,5.241264559068219,0.1497504159733777,1.9467554076539102,175.80698835274544,780.4991680532445,2.2462562396006653,102.65391014975043,4.267886855241264,4.492512479201331,49.34276206322795,2.1713810316139766,1.4226289517470883,0.07487520798668885,0.07487520798668885,0.1497504159733777,0.5990016638935108,0.07487520798668885,0.07487520798668885,0.1497504159733777,0.5990016638935108,0.2995008319467554,1.0482529118136439,1.497504159733777,0.7487520798668885,0.2995008319467554,191.9800332778702,21.414309484193012,11.455906821963394,32.64559068219634,65.1414309484193,0.04492512479201332,0.1497504159733777,0.18718801996672213,0.04492512479201332,73.51379310344828,77.92758620689655,75.30344827586208,43.779310344827586,16.093103448275862,12.931034482758621,13.793103448275861
02b29014,3136.0,Abdoulaye Doucoure,['Everton'],"['CM', 'FW', 'AM']",0.0860969387755102,1.750637755102041,16.760204081632654,9.068877551020408,1.1479591836734695,3.0707908163265305,0.1434948979591837,1.1766581632653061,0.48788265306122447,20.950255102040817,1.090561224489796,0.6313775510204082,23.332270408163264,13.947704081632654,7.519132653061225,0.6026785714285714,0.028698979591836732,0.2869897959183674,0.028698979591836732,1.061862244897959,0.0,0.0860969387755102,1.0044642857142858,1.721938775510204,0.6313775510204082,0.0,0.0,0.0,0.1721938775510204,0.3156887755102041,0.7174744897959184,1.2627551020408163,39.63329081632653,1.090561224489796,1.8941326530612244,0.0,0.0,0.545280612244898,1.0331632653061225,29.904336734693878,0.0,0.0,1.6932397959183674,0.11479591836734693,2.181122448979592,73.49808673469387,312.53188775510205,1.5784438775510203,56.766581632653065,2.4681122448979593,4.276147959183674,25.3125,2.5542091836734695,1.3775510204081631,0.057397959183673464,0.20089285714285712,0.6600765306122449,1.0044642857142858,0.0860969387755102,0.0,0.3156887755102041,0.545280612244898,0.7174744897959184,1.5784438775510203,2.267219387755102,1.0044642857142858,0.6600765306122449,103.31632653061226,14.894770408163266,7.346938775510203,17.965561224489797,39.63329081632653,0.21237244897959184,0.060267857142857144,0.12053571428571429,0.21237244897959184,70.66363636363636,74.55227272727274,75.77954545454546,24.80909090909091,17.386363636363637,34.75681818181818,25.847727272727273
0313a347,5420.0,Ezri Konsa,['Aston Villa'],"['CB', 'RB']",0.0,0.5811808118081181,19.461254612546128,27.06642066420664,4.832103321033211,0.6974169741697417,0.5645756457564576,1.0129151291512914,0.04981549815498155,38.42435424354243,0.24907749077490773,2.706642066420664,47.241697416974176,18.166051660516608,25.588560885608853,3.1051660516605164,0.0,0.14944649446494465,0.033210332103321034,8.70110701107011,0.016605166051660517,0.016605166051660517,0.2158671586715867,0.6808118081180812,0.49815498154981547,0.06642066420664207,0.06642066420664207,0.016605166051660517,0.06642066420664207,0.0,0.7306273062730627,0.18265682656826568,60.011070110701105,0.18265682656826568,0.49815498154981547,0.0,0.0,0.13284132841328414,0.448339483394834,52.33948339483395,0.0,0.016605166051660517,2.4077490774907746,0.033210332103321034,0.4151291512915129,295.0405904059041,843.3265682656826,0.3985239852398524,98.02029520295203,1.9428044280442804,0.4151291512915129,42.359778597785976,0.5479704797047971,0.2822878228782288,0.0,0.033210332103321034,0.04981549815498155,0.2656826568265683,0.0,0.0,0.06642066420664207,0.6808118081180812,0.4649446494464945,1.2121771217712176,1.92619926199262,0.6642066420664207,0.0996309963099631,174.23800738007378,2.856088560885609,31.383763837638377,25.987084870848705,60.011070110701105,0.04151291512915129,0.013284132841328414,0.02324723247232472,0.04151291512915129,82.05238095238096,84.93333333333334,86.46825396825396,58.31269841269841,28.28095238095238,17.988888888888887,6.877777777777778
0420d84f,2242.0,Seamus Coleman,['Everton'],"['RB', 'LB', 'WB']",0.0,1.4852809991079394,14.411239964317573,12.363960749330953,4.134701159678858,0.8831400535236397,0.28099910793933985,0.5619982158786797,0.12042818911685994,18.78679750223015,0.44157002676181983,2.448706512042819,24.52720785013381,12.564674397859054,9.754683318465656,1.726137377341659,0.0,0.04014272970561998,0.28099910793933985,3.452274754683318,0.0,0.0,0.2408563782337199,1.2042818911685995,0.8028545941123997,0.08028545941123996,0.12042818911685994,0.0,0.08028545941123996,0.04014272970561998,0.9634255129348795,0.16057091882247992,40.985727029438,0.40142729705619984,1.2444246208742196,0.0,0.0,0.7627118644067796,0.28099910793933985,32.55575379125781,0.0,0.04014272970561998,1.4852809991079394,0.08028545941123996,0.6021409455842998,158.56378233719894,395.92774308652986,0.5218554861730598,37.69402319357716,2.569134701159679,1.6057091882247994,19.910793933987513,0.8831400535236397,0.32114183764495985,0.0,0.04014272970561998,0.12042818911685994,0.6824264049955396,0.08028545941123996,0.0,0.20071364852809992,0.8831400535236397,0.40142729705619984,1.4852809991079394,2.408563782337199,1.2845673505798394,0.6021409455842998,83.73773416592329,10.316681534344335,13.768956289027654,17.140945584299732,40.985727029438,0.008028545941123996,0.02007136485280999,0.032114183764495985,0.008028545941123996,57.86129032258064,66.6516129032258,59.97096774193548,33.725806451612904,29.574193548387097,29.032258064516128,27.148387096774194
0442183b,2493.0,Nathaniel Clyne,['Crystal Palace'],"['RB', 'LB', 'DM']",0.0,0.5776173285198556,16.389891696750905,14.87364620938628,2.996389891696751,0.2888086642599278,0.18050541516245489,0.9747292418772563,0.036101083032490974,17.43682310469314,0.5054151624548736,1.7328519855595668,28.122743682310468,14.584837545126355,12.129963898916966,1.0830324909747293,0.0,0.10830324909747292,0.18050541516245489,2.0577617328519855,0.0,0.0,0.10830324909747292,0.9747292418772563,0.6137184115523465,0.0,0.036101083032490974,0.0,0.0,0.0,0.8664259927797834,0.2527075812274368,42.021660649819495,0.36101083032490977,0.5415162454873647,0.0,0.0,0.2527075812274368,0.7942238267148014,35.70397111913357,0.0,0.036101083032490974,2.1299638989169676,0.0,0.6498194945848376,169.78339350180505,437.6534296028881,0.6859205776173285,40.32490974729242,2.2382671480144407,1.263537906137184,22.20216606498195,0.7220216606498195,0.10830324909747292,0.0,0.0,0.0,0.2527075812274368,0.0,0.0,0.18050541516245489,0.5415162454873647,0.36101083032490977,1.0830324909747293,1.8050541516245489,0.9386281588447652,0.2527075812274368,77.11191335740072,8.267148014440433,13.71841155234657,20.252707581227437,42.021660649819495,0.0,0.018050541516245487,0.028880866425992784,0.0,65.07272727272728,72.07575757575758,66.97878787878788,27.71212121212121,33.081818181818186,13.636363636363637,15.151515151515152
049a888d,3817.0,Mykhailo Mudryk,"['Shakhtar', 'Chelsea']","['LW', 'AM', 'LM']",0.30652344773382234,2.8294472098506684,8.51192035630076,3.466072832067068,1.5090385119203564,2.0513492271417344,0.02357872674875557,0.40083835472884466,0.8488341629552005,14.335865863243386,1.8627194131516898,0.23578726748755566,10.468954676447472,7.026460571129159,2.169242860885512,0.5894681687188892,0.02357872674875557,0.25936599423631124,0.0707361802462667,0.49515326172386687,0.0,0.0,0.919570343201467,0.9431490699502226,0.2829447209850668,0.0,0.11789363374377783,0.02357872674875557,0.21220854073880013,0.30652344773382234,0.18862981399004455,0.7073618024626671,21.833900969347656,0.6602043489651559,1.7212470526591563,0.04715745349751114,0.0707361802462667,0.5658894419701336,0.3772596279800891,14.972491485459786,0.0,0.23578726748755566,0.5658894419701336,0.16505108724128897,0.8959916164527116,41.61645271155358,139.11448781765785,2.2871364946292903,65.12444328006288,1.1789363374377784,3.4424941053183127,15.302593659942364,1.3911448781765785,1.3204086979303118,0.02357872674875557,0.04715745349751114,0.5187319884726225,1.037463976945245,0.09431490699502228,0.0,0.18862981399004455,0.25936599423631124,0.23578726748755566,0.6837830757139114,0.8016767094576893,0.6366256222164003,1.3675661514278228,120.11003405816086,11.105580298663872,3.2067068378307573,7.993188367828138,21.833900969347656,0.09431490699502228,0.08959916164527115,0.06837830757139114,0.09431490699502228,43.998360655737706,51.10819672131147,33.247540983606555,16.014754098360655,13.932786885245902,20.66393442622951,26.788524590163934
0562b7f1,3274.0,Odsonne Edouard,['Crystal Palace'],"['FW', 'AM', 'LW']",0.05497861942577886,2.1991447770311545,11.298106291997556,3.821014050091631,0.49480757483200977,4.4807574832009776,0.1649358582773366,0.8246792913866829,1.0995723885155773,16.713500305436774,0.9346365302382408,1.017104459376909,12.864996945632255,9.071472205253512,2.5290164935858277,0.2748930971288943,0.0,0.1649358582773366,0.02748930971288943,1.1270616982284667,0.0,0.02748930971288943,1.9242516799022602,0.6872327428222358,0.2748930971288943,0.0,0.0824679291386683,0.0,0.13744654856444716,0.38485033598045204,0.21991447770311545,0.8246792913866829,30.12828344532682,0.41233964569334147,2.721441661576054,0.0,0.0,0.5497861942577886,0.6597434331093464,18.060476481368358,0.0,0.0,0.49480757483200977,0.13744654856444716,1.5119120342089187,26.912034208918755,148.60720830788028,1.5119120342089187,35.543677458766034,1.5394013439218082,4.783139890042761,21.194257788637753,2.226634086744044,2.41905925473427,0.0,0.41233964569334147,0.9071472205253513,0.7971899816737935,0.19242516799022602,0.0,0.35736102626756266,0.3298717165546732,0.4673182651191204,1.1545510079413561,1.3744654856444716,0.6872327428222358,1.2370189370800244,80.59865607819181,14.48686621869273,3.0238240684178375,13.029932803909592,30.12828344532682,0.2556505803298717,0.03298717165546732,0.05497861942577886,0.2556505803298717,67.16037735849056,75.8811320754717,49.779245283018874,16.352830188679246,16.50943396226415,26.445283018867922,43.20754716981132
05e8ca6d,2774.0,Cameron Archer,"['Sheffield Utd', 'Aston Villa', 'Middlesbrough']","['FW', 'AM', 'RW']",0.1946647440519106,3.179524152847873,11.809661139149242,4.120403749098774,0.48666186012977647,4.607065609228551,0.0973323720259553,0.6488824801730353,1.1031002162941599,18.687815428983416,1.2653208363374189,0.32444124008651765,14.826964671953856,9.92790194664744,3.7635183850036045,0.32444124008651765,0.0,0.0973323720259553,0.0,0.3893294881038212,0.0,0.032444124008651765,2.0115356885364095,0.7462148521989906,0.2919971160778659,0.0,0.06488824801730353,0.032444124008651765,0.5191059841384282,0.42177361211247294,0.06488824801730353,1.2977649603460706,28.907714491708724,0.4542177361211247,3.0173035328046143,0.0,0.0,0.42177361211247294,0.5515501081470799,18.39581831290555,0.0,0.0,0.6488824801730353,0.2595529920692141,1.65465032444124,26.05263157894737,183.63374188896898,1.784426820475847,45.32444124008652,1.0057678442682048,5.969718817591925,22.354001441961067,2.3035328046142753,1.9790915645277576,0.0,0.16222062004325882,0.7462148521989906,1.4599855803893294,0.3893294881038212,0.22710886806056235,0.12977649603460706,0.22710886806056235,0.1946647440519106,0.5515501081470799,0.6164383561643836,0.32444124008651765,1.5573179524152847,108.26604181687095,15.897620764239365,2.335976928622927,11.258111031002162,28.907714491708724,0.2822638788752703,0.13302090843547223,0.1784426820475847,0.2822638788752703,78.07954545454545,78.61818181818181,75.77499999999999,15.15227272727273,14.961363636363636,36.93863636363636,35.768181818181816
